id,title,budget,revenue,release_date,runtime,vote_average,vote_count,popularity,roi,release_year,release_month,release_quarter,release_day_of_week,is_summer,is_holiday,is_q1,genre_drama,genre_comedy,genre_thriller,genre_romance,genre_action,genre_horror,genre_crime,genre_documentary,genre_adventure,genre_science_fiction,genre_family,genre_mystery,genre_fantasy,genre_animation,genre_foreign,genre_count,cast_avg_roi,cast_avg_experience,num_top_actors,is_franchise,budget_log,budget_category,budget_micro,budget_low,budget_medium,budget_high,budget_blockbuster,runtime_category,runtime_short,runtime_standard,runtime_long,runtime_epic,popularity_quartile,popularity_q1,popularity_q2,popularity_q3,popularity_q4,vote_count_log,has_high_rating,years_since_release,is_recent
141,Donnie Darko,6000000,1270522,2001-01-18,113,7.7,3574,18.303148,-78.82,2001,1,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3.0,0.0,0.0,0.0,1,15.607270193858982,medium,False,False,True,False,False,standard,False,True,False,False,q4,False,False,False,True,8.181720455128108,1,19,0
585,"Monsters, Inc.",115000000,562816256,2001-11-01,92,7.5,6150,26.419962,389.41,2001,11,4,3,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,3.0,0.0,0.0,0.0,1,18.560442695023177,blockbuster,False,False,False,False,True,standard,False,True,False,False,q4,False,False,False,True,8.724369949208368,1,19,0
10796,The One,49000000,72700000,2001-11-02,87,5.7,445,9.769047,48.37,2001,11,4,4,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,3.0,0.0,0.0,0.0,0,17.707330876483063,high,False,False,False,True,False,short,True,False,False,False,q3,False,False,True,False,6.100318952020064,0,19,0
23949,Tape,100000,490475,2001-01-26,86,6.9,63,3.580063,390.48,2001,1,1,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,465.174,3.0,3.0,0,11.51293546492023,micro,True,False,False,False,False,short,True,False,False,False,q1,True,False,False,False,4.158883083359672,0,19,0
9889,Shallow Hal,40000000,141069860,2001-11-01,114,5.7,764,12.520688,252.67,2001,11,4,3,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2.0,112.25516666666664,3.6666666666666665,4.0,0,17.50439003707821,high,False,False,False,True,False,standard,False,True,False,False,q4,False,False,False,True,6.639875833826536,0,19,0
13408,The Wash,7000000,10229331,2001-11-16,93,5.3,26,2.483032,46.13,2001,11,4,4,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2.0,-26.726666666666667,3.0,4.0,0,15.76142084987672,medium,False,False,True,False,False,standard,False,True,False,False,q1,True,False,False,False,3.295836866004329,0,19,0
671,Harry Potter and the Philosopher's Stone,125000000,976475550,2001-11-16,152,7.5,7188,38.187238,681.18,2001,11,4,4,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,3.0,0.0,0.0,0.0,1,18.643824303266577,blockbuster,False,False,False,False,True,epic,False,False,False,True,q4,False,False,False,True,8.880307358983872,1,19,0
20794,Novocaine,6000000,2025238,2001-11-23,95,6.0,44,3.916221,-66.25,2001,11,4,4,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,3.0,0.0,0.0,0.0,0,15.607270193858982,medium,False,False,True,False,False,standard,False,True,False,False,q1,True,False,False,False,3.80666248977032,0,19,0
16085,Funny Girl,14000000,52223306,1968-09-19,149,6.9,90,4.651946,273.02,1968,9,3,3,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4.0,0.0,0.0,0.0,0,16.454567959008102,medium,False,False,True,False,False,long,False,False,True,False,q1,True,False,False,False,4.51085950651685,0,52,0
14369,Out Cold,24000000,14782676,2001-11-21,89,5.8,53,4.197544,-38.41,2001,11,4,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,-69.145,2.0,4.0,0,16.993564429978885,high,False,False,False,True,False,short,True,False,False,False,q1,True,False,False,False,3.9889840465642745,0,19,0
1535,Spy Game,92000000,143049560,2001-11-18,126,6.8,592,18.186839,55.49,2001,11,4,6,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,3.0,0.0,0.0,0.0,0,18.33729914588288,blockbuster,False,False,False,False,True,long,False,False,True,False,q4,False,False,False,True,6.385194398997726,0,19,0
1433,The Devil's Backbone,4500000,6459020,2001-04-20,106,7.2,277,11.111299,43.53,2001,4,2,4,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,5.0,0.0,0.0,0.0,0,15.319588176962746,low,False,True,False,False,False,standard,False,True,False,False,q3,False,False,True,False,5.627621113690637,1,19,0
10656,Subway,2000000,390659,1985-04-10,104,6.3,89,8.066663,-80.47,1985,4,2,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2.0,-67.8575,2.0,4.0,0,14.508658238524095,low,False,True,False,False,False,standard,False,True,False,False,q2,False,True,False,False,4.499809670330265,0,35,0
72277,The Last Wave,810000,1258000,1977-01-01,106,6.8,38,3.099222,55.31,1977,1,1,5,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3.0,0.0,0.0,0.0,0,13.60479076121576,micro,True,False,False,False,False,standard,False,True,False,False,q1,True,False,False,False,3.6635616461296463,0,43,0
11033,Dressed to Kill,6500000,31899000,1980-06-25,105,6.8,159,9.3806,390.75,1980,6,2,2,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,3.0,0.0,0.0,0.0,0,15.687312888712007,medium,False,False,True,False,False,standard,False,True,False,False,q3,False,False,True,False,5.075173815233827,0,40,0
3604,Flash Gordon,35000000,27107960,1980-09-01,111,6.1,237,6.346979,-22.55,1980,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,0.0,0.0,0.0,0,17.370858648025116,high,False,False,False,True,False,standard,False,True,False,False,q2,False,True,False,False,5.472270673671475,0,40,0
10649,The Enforcer,9000000,46236000,1976-12-20,96,6.7,232,7.550133,413.73,1976,12,4,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,3.0,0.0,0.0,0.0,1,16.012735246411598,medium,False,False,True,False,False,standard,False,True,False,False,q2,False,True,False,False,5.4510384535657,0,44,0
17689,The Gauntlet,5500000,26414658,1977-12-21,109,6.6,121,6.389326,380.27,1977,12,4,2,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,4.0,0.0,0.0,0.0,0,15.520258832020865,medium,False,False,True,False,False,standard,False,True,False,False,q2,False,True,False,False,4.804021044733257,0,43,0
14854,Lone Wolf McQuade,5000000,12232628,1983-04-14,107,5.5,67,5.839893,144.65,1983,4,2,3,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,6.0,0.0,0.0,0.0,0,15.424948670398354,low,False,True,False,False,False,standard,False,True,False,False,q2,False,True,False,False,4.219507705176107,0,37,0
10650,Sudden Impact,22000000,67642693,1983-12-07,117,6.5,210,9.737907,207.47,1983,12,4,2,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,3.0,0.0,0.0,0.0,1,16.906553056777135,high,False,False,False,True,False,standard,False,True,False,False,q3,False,False,True,False,5.351858133476067,0,37,0
8007,Behind Enemy Lines,40000000,91753202,2001-11-17,106,6.0,464,11.185625,129.38,2001,11,4,5,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4.0,0.0,0.0,0.0,1,17.50439003707821,high,False,False,False,True,False,standard,False,True,False,False,q3,False,False,True,False,6.142037405587356,0,19,0
161,Ocean's Eleven,85000000,450717150,2001-12-07,116,7.2,3857,12.114932,430.26,2001,12,4,4,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2.0,180.68833333333333,4.75,4.0,0,18.258161826219297,blockbuster,False,False,False,False,True,standard,False,True,False,False,q4,False,False,False,True,8.257904193465674,1,19,0
194,Amélie,10000000,173921954,2001-04-25,122,7.8,3403,12.879381,1639.22,2001,4,2,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0.0,0.0,0,16.118095750958314,medium,False,False,True,False,False,long,False,False,True,False,q4,False,False,False,True,8.132706489693264,1,19,0
11397,Not Another Teen Movie,16000000,66468332,2001-12-07,89,5.5,444,9.101896,315.43,2001,12,4,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0,16.588099342704055,medium,False,False,True,False,False,short,True,False,False,False,q3,False,False,True,False,6.09807428216624,0,19,0
1903,Vanilla Sky,68000000,203388341,2001-12-10,136,6.5,1100,10.071057,199.1,2001,12,4,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,5.0,202.50538194444445,7.0,4.0,0,18.035018277846262,blockbuster,False,False,False,False,True,long,False,False,True,False,q3,False,False,True,False,7.00397413672268,0,19,0
9428,The Royal Tenenbaums,21000000,71441250,2001-10-05,110,7.4,1317,9.707542,240.2,2001,10,4,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,225.6972380952381,6.0,4.0,0,16.860033043306743,high,False,False,False,True,False,standard,False,True,False,False,q3,False,False,True,False,7.183870715062453,1,19,0
24264,Sheena,25000000,5778353,1984-08-17,117,5.0,22,4.11214,-76.89,1984,8,3,4,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,5.0,0.0,0.0,0.0,0,17.034386422832473,high,False,False,False,True,False,standard,False,True,False,False,q1,True,False,False,False,3.1354942159291497,0,36,0
27150,Silent Rage,4500000,10500000,1982-04-02,103,5.0,22,1.808605,133.33,1982,4,2,4,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,4.0,0.0,0.0,0.0,0,15.319588176962746,low,False,True,False,False,False,standard,False,True,False,False,q1,True,False,False,False,3.1354942159291497,0,38,0
26978,Spacehunter: Adventures in the Forbidden Zone,15000000,16500000,1983-05-20,90,5.1,37,3.521436,10.0,1983,5,2,4,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2.0,0.0,0.0,0.0,0,16.52356082573315,medium,False,False,True,False,False,short,True,False,False,False,q1,True,False,False,False,3.6375861597263857,0,37,0
8386,How High,12000000,31155435,2001-12-21,93,6.4,230,6.796277,159.63,2001,12,4,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0,16.300417291085605,medium,False,False,True,False,False,standard,False,True,False,False,q2,False,True,False,False,5.442417710521793,0,19,0
12589,Jimmy Neutron: Boy Genius,25000000,80936232,2001-12-21,83,5.6,235,7.308162,223.74,2001,12,4,4,0,1,0,0,1,0,0,1,0,0,0,1,1,1,0,1,1,0,7.0,0.0,0.0,0.0,0,17.034386422832473,high,False,False,False,True,False,short,True,False,False,False,q2,False,True,False,False,5.4638318050256105,0,19,0
120,The Lord of the Rings: The Fellowship of the Ring,93000000,871368364,2001-12-18,178,8.0,8892,32.070725,836.96,2001,12,4,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,3.0,0.0,0.0,0.0,1,18.34811006187022,blockbuster,False,False,False,False,True,epic,False,False,False,True,q4,False,False,False,True,9.09301972939964,1,19,0
11086,The Majestic,72000000,37317558,2001-12-21,152,6.6,193,8.063684,-48.17,2001,12,4,4,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0.0,0.0,0,18.09217669086922,blockbuster,False,False,False,False,True,epic,False,False,False,True,q2,False,True,False,False,5.267858159063328,0,19,0
453,A Beautiful Mind,60000000,313542341,2001-12-11,135,7.7,3087,11.93646,422.57,2001,12,4,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0.0,0.0,0,17.909855136853043,blockbuster,False,False,False,False,True,long,False,False,True,False,q4,False,False,False,True,8.035278911144667,1,19,0
37257,Witness for the Prosecution,3000000,9000000,1957-12-17,116,8.1,278,9.730217,200.0,1957,12,4,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3.0,0.0,0.0,0.0,0,14.914123179965662,low,False,True,False,False,False,standard,False,True,False,False,q3,False,False,True,False,5.631211781821365,1,63,0
8489,Ali,107000000,87713825,2001-12-11,157,6.7,457,9.303104,-18.02,2001,12,4,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0,18.488339401771974,blockbuster,False,False,False,False,True,epic,False,False,False,True,q3,False,False,True,False,6.126869184114185,0,19,0
855,Black Hawk Down,92000000,172989651,2001-12-28,144,7.2,1832,10.064446,88.03,2001,12,4,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.0,0.0,0.0,0.0,0,18.33729914588288,blockbuster,False,False,False,False,True,long,False,False,True,False,q3,False,False,True,False,7.513709247839705,1,19,0
10269,Yentl,12000000,30400000,1983-11-18,132,6.2,51,2.592296,153.33,1983,11,4,4,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.0,0.0,0.0,0.0,0,16.300417291085605,medium,False,False,True,False,False,long,False,False,True,False,q1,True,False,False,False,3.951243718581428,0,37,0
5279,Gosford Park,19800000,87754044,2001-11-07,137,6.8,256,14.101101,343.2,2001,11,4,2,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3.0,0.0,0.0,0.0,0,16.801192546169812,medium,False,False,True,False,False,long,False,False,True,False,q4,False,False,False,True,5.54907608489522,0,19,0
10950,I Am Sam,22000000,92542418,2001-12-28,132,7.2,542,12.935016,320.65,2001,12,4,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0,16.906553056777135,high,False,False,False,True,False,long,False,False,True,False,q4,False,False,False,True,6.297109319933935,1,19,0
1365,Monster's Ball,4000000,44909486,2001-11-11,111,6.6,254,6.341187,1022.74,2001,11,4,6,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0.0,0.0,0,15.201805169084134,low,False,True,False,False,False,standard,False,True,False,False,q2,False,True,False,False,5.541263545158426,0,19,0
24206,Silent Trigger,15000000,76382,1996-06-26,93,5.0,22,1.672406,-99.49,1996,6,2,2,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3.0,0.0,0.0,0.0,0,16.52356082573315,medium,False,False,True,False,False,standard,False,True,False,False,q1,True,False,False,False,3.1354942159291497,0,24,0
6312,Brotherhood of the Wolf,29000000,70752904,2001-01-31,137,6.6,404,11.564252,143.98,2001,1,1,2,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,4.0,0.0,0.0,0.0,0,17.182806422433504,high,False,False,False,True,False,long,False,False,True,False,q3,False,False,True,False,6.003887067106539,0,19,0
11595,Another 48 Hrs.,38000000,153518974,1990-06-08,95,5.8,205,6.938921,304.0,1990,6,2,4,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,5.0,0.0,0.0,0.0,1,17.453096744006448,high,False,False,False,True,False,standard,False,True,False,False,q2,False,True,False,False,5.327876168789581,0,30,0
848,Dragonslayer,18000000,14110013,1981-06-26,108,6.5,69,3.383201,-21.61,1981,6,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0,0.0,0.0,0.0,0,16.705882371415992,medium,False,False,True,False,False,standard,False,True,False,False,q1,True,False,False,False,4.248495242049359,0,39,0
9610,Conan the Destroyer,18000000,100000000,1984-06-29,103,5.8,391,10.151366,455.56,1984,6,2,4,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,3.0,0.0,0.0,0.0,1,16.705882371415992,medium,False,False,True,False,False,standard,False,True,False,False,q3,False,False,True,False,5.971261839790462,0,36,0
15035,Fire and Ice,1200000,760883,1983-03-25,81,6.2,37,8.471302,-36.59,1983,3,1,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,3.0,0.0,0.0,0.0,0,13.997832948091215,low,False,True,False,False,False,short,True,False,False,False,q3,False,False,True,False,3.6375861597263857,0,37,0
33155,Galaxina,5500000,4865000,1980-06-06,95,3.3,16,1.409619,-11.55,1980,6,2,4,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2.0,0.0,0.0,0.0,0,15.520258832020865,medium,False,False,True,False,False,standard,False,True,False,False,q1,True,False,False,False,2.833213344056216,0,40,0
150,48 Hrs.,12000000,78868508,1982-12-07,96,6.5,364,15.297121,557.24,1982,12,4,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,5.0,0.0,0.0,0.0,1,16.300417291085605,medium,False,False,True,False,False,standard,False,True,False,False,q4,False,False,False,True,5.899897353582492,0,38,0
15050,Brainstorm,15000000,10219460,1983-09-30,106,6.3,65,9.974312,-31.87,1983,9,3,4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2.0,-43.58833333333333,2.0,4.0,0,16.52356082573315,medium,False,False,True,False,False,standard,False,True,False,False,q3,False,False,True,False,4.189654742026425,0,37,0
10423,Dragon: The Bruce Lee Story,14000000,63513743,1993-05-07,120,6.8,156,5.079464,353.67,1993,5,2,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0,16.454567959008102,medium,False,False,True,False,False,standard,False,True,False,False,q1,True,False,False,False,5.056245805348308,0,27,0
651,M*A*S*H,3500000,81600000,1970-01-24,116,6.9,238,7.701349,2231.43,1970,1,1,5,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.0,0.0,0.0,0,15.068273812173889,low,False,True,False,False,False,standard,False,True,False,False,q2,False,True,False,False,5.476463551931511,0,50,0
18647,One-Eyed Jacks,6000000,4300000,1961-03-30,141,6.2,45,6.945886,-28.33,1961,3,1,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0.0,0.0,0,15.607270193858982,medium,False,False,True,False,False,long,False,False,True,False,q2,False,True,False,False,3.828641396489095,0,59,0
11362,The Count of Monte Cristo,35000000,75395048,2002-01-23,131,7.3,463,10.765924,115.41,2002,1,1,2,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,4.0,51.87916666666667,2.6666666666666665,4.0,0,17.370858648025116,high,False,False,False,True,False,long,False,False,True,False,q3,False,False,True,False,6.139884552226255,1,18,0
2637,The Mothman Prophecies,32000000,55157539,2002-01-25,119,6.1,307,8.50563,72.37,2002,1,1,4,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3.0,0.0,0.0,0.0,0,17.281246492014,high,False,False,False,True,False,standard,False,True,False,False,q3,False,False,True,False,5.730099782973574,0,18,0
10229,A Walk to Remember,11000000,41227069,2002-01-25,101,7.5,1057,8.054499,274.79,2002,1,1,4,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0.0,0.0,0,16.213405921671733,medium,False,False,True,False,False,standard,False,True,False,False,q2,False,True,False,False,6.964135612418245,1,18,0
50819,American Adobo,344,4,2001-09-29,104,5.3,3,0.158651,-98.84,2001,9,3,5,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0.0,0.0,0,5.84354441703136,micro,True,False,False,False,False,standard,False,True,False,False,q1,True,False,False,False,1.3862943611198906,0,19,0
9606,Metropolis,14500000,95789342,2001-05-26,108,6.8,99,9.298092,560.62,2001,5,2,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2.0,0.0,0.0,0.0,0,16.489659276356317,medium,False,False,True,False,False,standard,False,True,False,False,q3,False,False,True,False,4.605170185988092,0,19,0
31674,Cousins,13000000,22030000,1989-02-10,109,5.1,14,7.584638,69.46,1989,2,1,4,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0.0,0.0,0,16.380459992348886,medium,False,False,True,False,False,standard,False,True,False,False,q2,False,True,False,False,2.70805020110221,0,31,0
20009,Slackers,14000000,6413915,2002-02-01,86,5.4,60,8.559189,-54.19,2002,2,1,4,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0.0,0.0,0,16.454567959008102,medium,False,False,True,False,False,short,True,False,False,False,q3,False,False,True,False,4.110873864173311,0,18,0
47871,Honky Tonk Freeway,24000000,939423,1981-08-21,107,0.0,0,0.420615,-96.09,1981,8,3,4,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0.0,0.0,0,16.993564429978885,high,False,False,False,True,False,standard,False,True,False,False,q1,True,False,False,False,0.0,0,39,0
11870,Big Fat Liar,15000000,52970014,2002-02-08,88,5.6,202,4.643981,253.13,2002,2,1,4,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2.0,165.52916666666667,4.0,4.0,0,16.52356082573315,medium,False,False,True,False,False,short,True,False,False,False,q1,True,False,False,False,5.313205979041787,0,18,0
9884,Collateral Damage,85000000,78382433,2002-02-06,108,5.5,431,10.175503,-7.79,2002,2,1,2,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3.0,0.0,0.0,0.0,0,18.258161826219297,blockbuster,False,False,False,False,True,standard,False,True,False,False,q3,False,False,True,False,6.068425588244111,0,18,0
11212,Baby's Day Out,50000000,16671505,1994-07-01,99,5.8,281,12.508518,-66.66,1994,7,3,4,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,4.0,0.0,0.0,0.0,0,17.72753358339242,high,False,False,False,True,False,standard,False,True,False,False,q4,False,False,False,True,5.641907070938114,0,26,0
69928,The Man Who Loved Women,19000000,11000000,1983-12-18,110,4.4,9,5.214505,-42.11,1983,12,4,6,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0,16.759949589762293,medium,False,False,True,False,False,standard,False,True,False,False,q1,True,False,False,False,2.302585092994046,0,37,0
17130,Crossroads,12000000,61141030,2002-02-15,93,4.7,161,6.631356,409.51,2002,2,1,4,0,0,1,1,1,0,1,1,0,0,0,1,0,1,0,0,0,0,7.0,0.0,0.0,0.0,0,16.300417291085605,medium,False,False,True,False,False,standard,False,True,False,False,q2,False,True,False,False,5.087596335232384,0,18,0
10592,Hart's War,70000000,32287044,2002-02-15,125,5.9,246,14.116474,-53.88,2002,2,1,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0.0,0.0,0,18.064005814299342,blockbuster,False,False,False,False,True,long,False,False,True,False,q4,False,False,False,True,5.5093883366279774,0,18,0
8470,John Q,36000000,102244770,2002-02-15,116,7.0,604,8.867562,184.01,2002,2,1,4,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3.0,261.88388888888886,4.666666666666667,4.0,0,17.399029524198163,high,False,False,False,True,False,standard,False,True,False,False,q3,False,False,True,False,6.405228458030842,1,18,0
16690,Return to Never Land,20000000,109862682,2002-02-14,72,6.1,304,8.759774,449.31,2002,2,1,3,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,4.0,0.0,0.0,0.0,1,16.811242881518265,medium,False,False,True,False,False,short,True,False,False,False,q3,False,False,True,False,5.720311776607412,0,18,0
39939,Super Troopers,3000000,18492362,2001-01-18,100,6.6,367,7.351028,516.41,2001,1,1,3,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,3.0,0.0,0.0,0.0,1,14.914123179965662,low,False,True,False,False,False,standard,False,True,False,False,q2,False,True,False,False,5.908082938168931,0,19,0
9272,The Good Son,17000000,44456478,1993-09-24,87,6.2,202,7.873794,161.51,1993,9,3,4,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3.0,0.0,0.0,0.0,0,16.648723960844016,medium,False,False,True,False,False,short,True,False,False,False,q2,False,True,False,False,5.313205979041787,0,27,0
14475,Used Cars,8000000,11715321,1980-07-11,113,6.3,71,6.963023,46.44,1980,7,3,4,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0.0,0.0,0,15.894952224644102,medium,False,False,True,False,False,standard,False,True,False,False,q2,False,True,False,False,4.276666119016055,0,40,0
10052,Dragonfly,60000000,52322400,2002-02-22,104,6.2,209,4.924078,-12.8,2002,2,1,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0,17.909855136853043,blockbuster,False,False,False,False,True,standard,False,True,False,False,q1,True,False,False,False,5.3471075307174685,0,18,0
11979,Queen of the Damned,35000000,45479110,2002-02-10,101,5.5,247,8.436243,29.94,2002,2,1,6,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3.0,0.0,0.0,0.0,1,17.370858648025116,high,False,False,False,True,False,standard,False,True,False,False,q3,False,False,True,False,5.513428746164983,0,18,0
23479,The Bad News Bears,35000000,35323292,1976-04-07,102,7.0,100,8.399441,0.92,1976,4,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2.0,0.0,0.0,0.0,0,17.370858648025116,high,False,False,False,True,False,standard,False,True,False,False,q2,False,True,False,False,4.61512051684126,1,44,0
10590,We Were Soldiers,75000000,114660784,2002-03-01,138,6.7,531,11.34706,52.88,2002,3,1,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.0,0.0,0.0,0.0,0,18.13299868483392,blockbuster,False,False,False,False,True,long,False,False,True,False,q3,False,False,True,False,6.2766434893416445,0,18,0
46717,Intersection,45000000,21355893,1994-01-21,98,5.1,40,8.295437,-52.54,1994,1,1,4,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0.0,0.0,0,17.622173069956816,high,False,False,False,True,False,standard,False,True,False,False,q2,False,True,False,False,3.713572066704308,0,26,0
35614,A Troll in Central Park,23000000,71368,1994-10-07,76,4.4,40,3.612089,-99.69,1994,10,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,4.0,0.0,0.0,0.0,0,16.951004817371683,high,False,False,False,True,False,short,True,False,False,False,q1,True,False,False,False,3.713572066704308,0,26,0
17058,Scarlet Street,1202007,2948386,1945-12-28,103,7.7,70,6.360746,145.29,1945,12,4,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0,13.999504049629184,low,False,True,False,False,False,standard,False,True,False,False,q2,False,True,False,False,4.262679877041316,1,75,0
13950,All About the Benjamins,14000000,25482931,2002-03-08,95,5.9,52,3.909079,82.02,2002,3,1,4,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,3.0,217.31041666666667,3.5,4.0,0,16.454567959008102,medium,False,False,True,False,False,standard,False,True,False,False,q1,True,False,False,False,3.970291913552122,0,18,0
2135,The Time Machine,80000000,123729176,2002-03-04,96,5.8,644,8.918134,54.66,2002,3,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,3.0,0.0,0.0,0.0,0,18.197537205138158,blockbuster,False,False,False,False,True,standard,False,True,False,False,q3,False,False,True,False,6.4692503167957724,0,18,0
15186,Full Frontal,2000000,2506446,2002-08-02,96,4.8,26,2.186683,25.32,2002,8,3,4,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3.0,11.259555555555556,4.333333333333333,4.0,0,14.508658238524095,low,False,True,False,False,False,standard,False,True,False,False,q1,True,False,False,False,3.295836866004329,0,18,0
10935,Heaven's Gate,44000000,3484331,1980-11-19,219,6.5,56,4.393576,-92.08,1980,11,4,2,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4.0,0.0,0.0,0.0,0,17.599700214609808,high,False,False,False,True,False,epic,False,False,False,True,q1,True,False,False,False,4.04305126783455,0,40,0
